X,Y
000000000109_3.png,000000000109_3.png
000000001232_3.png,000000001232_3.png
000000001306_3.png,000000001306_3.png
000000001554_3.png,000000001554_3.png
000000001888_3.png,000000001888_3.png
000000002614_3.png,000000002614_3.png
000000002754_3.png,000000002754_3.png
000000002822_3.png,000000002822_3.png
000000003220_3.png,000000003220_3.png
000000003378_3.png,000000003378_3.png
000000003493_3.png,000000003493_3.png
000000003579_3.png,000000003579_3.png
000000003590_3.png,000000003590_3.png
000000003685_3.png,000000003685_3.png
000000003899_3.png,000000003899_3.png
000000004286_3.png,000000004286_3.png
000000004331_3.png,000000004331_3.png
000000004527_3.png,000000004527_3.png
000000004678_3.png,000000004678_3.png
000000005124_3.png,000000005124_3.png
000000005620_3.png,000000005620_3.png
000000006226_3.png,000000006226_3.png
000000007159_3.png,000000007159_3.png
000000007621_3.png,000000007621_3.png
000000008119_3.png,000000008119_3.png
000000009275_3.png,000000009275_3.png
000000009409_3.png,000000009409_3.png
000000009446_3.png,000000009446_3.png
000000009800_3.png,000000009800_3.png
000000009833_3.png,000000009833_3.png
000000009941_3.png,000000009941_3.png
000000009999_3.png,000000009999_3.png
000000010037_3.png,000000010037_3.png
000000010058_3.png,000000010058_3.png
000000010192_3.png,000000010192_3.png
000000010211_3.png,000000010211_3.png
000000010275_3.png,000000010275_3.png
000000010318_3.png,000000010318_3.png
000000010545_3.png,000000010545_3.png
000000010613_3.png,000000010613_3.png
000000010639_3.png,000000010639_3.png
000000010689_3.png,000000010689_3.png
000000010701_3.png,000000010701_3.png
000000011004_3.png,000000011004_3.png
000000011034_3.png,000000011034_3.png
000000011065_3.png,000000011065_3.png
000000011209_3.png,000000011209_3.png
000000011264_3.png,000000011264_3.png
000000011326_3.png,000000011326_3.png
000000011340_3.png,000000011340_3.png
000000011402_3.png,000000011402_3.png
000000011494_3.png,000000011494_3.png
000000011569_3.png,000000011569_3.png
000000011826_3.png,000000011826_3.png
000000012240_3.png,000000012240_3.png
000000012283_3.png,000000012283_3.png
000000012398_3.png,000000012398_3.png
000000012421_3.png,000000012421_3.png
000000012673_3.png,000000012673_3.png
000000012706_3.png,000000012706_3.png
000000012711_3.png,000000012711_3.png
000000012805_3.png,000000012805_3.png
000000012887_3.png,000000012887_3.png
000000012947_3.png,000000012947_3.png
000000012993_3.png,000000012993_3.png
000000013283_3.png,000000013283_3.png
000000013296_3.png,000000013296_3.png
000000013325_3.png,000000013325_3.png
000000013455_3.png,000000013455_3.png
000000013463_3.png,000000013463_3.png
000000013671_3.png,000000013671_3.png
000000013720_3.png,000000013720_3.png
000000013943_3.png,000000013943_3.png
000000013948_3.png,000000013948_3.png
000000014285_3.png,000000014285_3.png
000000014388_3.png,000000014388_3.png
000000014470_3.png,000000014470_3.png
000000014484_3.png,000000014484_3.png
000000014502_3.png,000000014502_3.png
000000014635_3.png,000000014635_3.png
000000014740_3.png,000000014740_3.png
000000015070_3.png,000000015070_3.png
000000015110_3.png,000000015110_3.png
000000015289_3.png,000000015289_3.png
000000015302_3.png,000000015302_3.png
000000015644_3.png,000000015644_3.png
000000015663_3.png,000000015663_3.png
000000016038_3.png,000000016038_3.png
000000016243_3.png,000000016243_3.png
000000016575_3.png,000000016575_3.png
000000016616_3.png,000000016616_3.png
000000016706_3.png,000000016706_3.png
000000016905_3.png,000000016905_3.png
000000016961_3.png,000000016961_3.png
000000017882_3.png,000000017882_3.png
000000018059_3.png,000000018059_3.png
000000018425_3.png,000000018425_3.png
000000018584_3.png,000000018584_3.png
000000018654_3.png,000000018654_3.png
000000018802_3.png,000000018802_3.png
000000019185_3.png,000000019185_3.png
000000019374_3.png,000000019374_3.png
000000019375_3.png,000000019375_3.png
000000019446_3.png,000000019446_3.png
000000019447_3.png,000000019447_3.png
000000019456_3.png,000000019456_3.png
000000019489_3.png,000000019489_3.png
000000019899_3.png,000000019899_3.png
000000020001_3.png,000000020001_3.png
000000020044_3.png,000000020044_3.png
000000020315_3.png,000000020315_3.png
000000020777_3.png,000000020777_3.png
000000020853_3.png,000000020853_3.png
000000020904_3.png,000000020904_3.png
000000020979_3.png,000000020979_3.png
000000021051_3.png,000000021051_3.png
000000021212_3.png,000000021212_3.png
000000021423_3.png,000000021423_3.png
000000021528_3.png,000000021528_3.png
000000021571_3.png,000000021571_3.png
000000021711_3.png,000000021711_3.png
000000021717_3.png,000000021717_3.png
000000021750_3.png,000000021750_3.png
000000021786_3.png,000000021786_3.png
000000021889_3.png,000000021889_3.png
000000021926_3.png,000000021926_3.png
000000021981_3.png,000000021981_3.png
000000022014_3.png,000000022014_3.png
000000022180_3.png,000000022180_3.png
000000022213_3.png,000000022213_3.png
000000022256_3.png,000000022256_3.png
000000022275_3.png,000000022275_3.png
000000022287_3.png,000000022287_3.png
000000022411_3.png,000000022411_3.png
000000022621_3.png,000000022621_3.png
000000022671_3.png,000000022671_3.png
000000022850_3.png,000000022850_3.png
000000023162_3.png,000000023162_3.png
000000023199_3.png,000000023199_3.png
000000023255_3.png,000000023255_3.png
000000023298_3.png,000000023298_3.png
000000023378_3.png,000000023378_3.png
000000023405_3.png,000000023405_3.png
000000023703_3.png,000000023703_3.png
